Order.ID,Ship.Date,Ship.Mode,Shipping.Cost
PL-2013-1770,2013-05-31 00:00:00.000,Standard Class,3.73
MX-2013-128069,2013-06-14 00:00:00.000,Standard Class,28.718
SF-2013-490,2013-06-17 00:00:00.000,Standard Class,0.73
ES-2013-2211839,2013-06-27 00:00:00.000,Standard Class,12.47
MX-2013-166590,2013-06-28 00:00:00.000,Standard Class,3.013
EG-2013-2060,2013-07-01 00:00:00.000,Standard Class,47.5
ES-2013-4471792,2013-07-02 00:00:00.000,Standard Class,27.27
EG-2013-6390,2013-07-07 00:00:00.000,Standard Class,43.31
GH-2013-7390,2013-07-07 00:00:00.000,Standard Class,10.54
ES-2013-5271850,2013-07-23 00:00:00.000,Standard Class,68.15
MX-2013-152100,2013-07-30 00:00:00.000,Standard Class,8.286
MX-2013-126627,2013-07-29 00:00:00.000,Standard Class,10.45
IR-2013-3290,2013-08-20 00:00:00.000,Standard Class,5.39
MX-2013-166443,2013-08-24 00:00:00.000,Standard Class,45.302
CA-2013-4030,2013-08-28 00:00:00.000,Standard Class,3.51
RS-2013-4390,2013-08-28 00:00:00.000,Standard Class,17.71
MX-2013-134096,2013-10-01 00:00:00.000,Standard Class,26.202
IS-2013-310,2013-10-02 00:00:00.000,Standard Class,9.61
RS-2013-2700,2013-10-06 00:00:00.000,Standard Class,98.49
MX-2013-158071,2013-10-19 00:00:00.000,Standard Class,26.997
EG-2013-8450,2013-11-12 00:00:00.000,Standard Class,22.51
IR-2013-6280,2013-11-22 00:00:00.000,Standard Class,12.58
UP-2013-3890,2013-11-23 00:00:00.000,Standard Class,8.46
MX-2013-141901,2013-11-24 00:00:00.000,Standard Class,5.517
MO-2013-4200,2013-12-03 00:00:00.000,Standard Class,5.31
SA-2013-3710,2013-12-03 00:00:00.000,Standard Class,14.11
RS-2013-6170,2013-12-09 00:00:00.000,Standard Class,11.51
SG-2013-2440,2013-12-10 00:00:00.000,Standard Class,3.23
IR-2013-7320,2013-12-22 00:00:00.000,Standard Class,64.31
IN-2014-26470,2014-01-06 00:00:00.000,Standard Class,11.64
ES-2014-4965996,2014-01-21 00:00:00.000,Standard Class,16.06
ES-2014-4337039,2014-01-20 00:00:00.000,Standard Class,2.05
MX-2014-101378,2014-01-21 00:00:00.000,Standard Class,23.895
SF-2014-360,2014-02-22 00:00:00.000,Standard Class,10.22
IV-2014-5220,2014-02-22 00:00:00.000,Standard Class,2.1
ES-2014-2557751,2014-03-04 00:00:00.000,Standard Class,30.02
SA-2014-5120,2014-03-05 00:00:00.000,Standard Class,32.17
IR-2014-6500,2014-03-06 00:00:00.000,Standard Class,16.62
RS-2014-630,2014-03-25 00:00:00.000,Standard Class,12.66
ES-2014-4064307,2014-04-06 00:00:00.000,Standard Class,132.71
MO-2014-3850,2014-04-18 00:00:00.000,Standard Class,27.18
IV-2014-6630,2014-04-20 00:00:00.000,Standard Class,54.48
IN-2014-31622,2014-04-25 00:00:00.000,Standard Class,20.15
ES-2014-4489967,2014-04-30 00:00:00.000,Standard Class,29.33
RS-2014-720,2014-05-14 00:00:00.000,Standard Class,8.27
ES-2014-5925548,2014-05-21 00:00:00.000,Standard Class,107.66
IN-2014-14381,2014-06-08 00:00:00.000,Standard Class,31.16
ES-2014-3305787,2014-06-09 00:00:00.000,Standard Class,6.48
BU-2014-290,2014-06-13 00:00:00.000,Standard Class,133.55
IN-2014-44782,2014-06-13 00:00:00.000,Standard Class,4.01
CG-2014-3960,2014-06-16 00:00:00.000,Standard Class,13.44
AG-2014-9430,2014-06-18 00:00:00.000,Standard Class,18.15
ES-2014-1719561,2014-06-23 00:00:00.000,Standard Class,36.26
MX-2014-166219,2014-06-30 00:00:00.000,Standard Class,8.708
MX-2014-105319,2014-07-15 00:00:00.000,Standard Class,10.188
MX-2014-117716,2014-08-05 00:00:00.000,Standard Class,13.922
ES-2014-2571250,2014-08-17 00:00:00.000,Standard Class,25.57
ES-2014-4554406,2014-08-22 00:00:00.000,Standard Class,78.93
SU-2014-1870,2014-08-26 00:00:00.000,Standard Class,18.99
RW-2014-4910,2014-08-25 00:00:00.000,Standard Class,9.62
ES-2014-4592758,2014-09-05 00:00:00.000,Standard Class,27.73
RO-2014-2550,2014-09-07 00:00:00.000,Standard Class,2.35
RO-2014-2550,2014-09-07 00:00:00.000,Standard Class,9.64
IN-2014-44334,2014-09-10 00:00:00.000,Standard Class,85.96
IN-2014-50158,2014-09-16 00:00:00.000,Standard Class,14.13
IN-2014-57683,2014-09-15 00:00:00.000,Standard Class,12.12
MX-2014-130715,2014-09-18 00:00:00.000,Standard Class,11.235
MX-2014-117569,2014-09-23 00:00:00.000,Standard Class,17.242
IR-2014-1180,2014-09-22 00:00:00.000,Standard Class,28.81
IN-2014-39427,2014-09-26 00:00:00.000,Standard Class,59.78
MO-2014-3410,2014-09-28 00:00:00.000,Standard Class,3.55
MX-2014-134222,2014-09-30 00:00:00.000,Standard Class,6.59
UP-2014-1400,2014-10-02 00:00:00.000,Standard Class,4.7
MX-2014-105466,2014-10-03 00:00:00.000,Standard Class,27.919
MX-2014-166541,2014-10-07 00:00:00.000,Standard Class,12.31
MX-2014-166541,2014-10-07 00:00:00.000,Standard Class,16.591
MX-2014-136784,2014-10-25 00:00:00.000,Standard Class,9.641
MO-2014-5630,2014-10-26 00:00:00.000,Standard Class,32.35
MX-2014-168284,2014-10-31 00:00:00.000,Standard Class,7.584
MX-2014-142643,2014-11-02 00:00:00.000,Standard Class,21.914
ES-2014-5915369,2014-11-06 00:00:00.000,Standard Class,20.55
IR-2014-4680,2014-11-10 00:00:00.000,Standard Class,10.59
BU-2014-9200,2014-11-12 00:00:00.000,Standard Class,22.38
IN-2014-45174,2014-11-18 00:00:00.000,Standard Class,142.99
RS-2014-1170,2014-11-24 00:00:00.000,Standard Class,21.43
IN-2014-55065,2014-11-30 00:00:00.000,Standard Class,123.24
SU-2014-5140,2014-12-01 00:00:00.000,Standard Class,20.24
MZ-2014-6900,2014-12-05 00:00:00.000,Standard Class,5.44
CA-2014-3540,2014-12-05 00:00:00.000,Standard Class,19.86
ES-2014-3503285,2014-12-09 00:00:00.000,Standard Class,24.87
IR-2014-5210,2014-12-16 00:00:00.000,Standard Class,48.28
GG-2014-9540,2014-12-23 00:00:00.000,Standard Class,50.28
SA-2014-5570,2014-12-30 00:00:00.000,Standard Class,2.77
CG-2014-5160,2014-12-30 00:00:00.000,Standard Class,56.54
IR-2014-6760,2014-12-30 00:00:00.000,Standard Class,25.02
IR-2014-6760,2014-12-30 00:00:00.000,Standard Class,21.47
IN-2011-81833,2011-02-06 00:00:00.000,Standard Class,104.29
IR-2011-360,2011-02-27 00:00:00.000,Standard Class,17.73
IN-2011-30306,2011-03-13 00:00:00.000,Standard Class,78.66
RO-2011-9170,2011-06-04 00:00:00.000,Standard Class,33.79
IS-2011-7780,2011-09-24 00:00:00.000,Standard Class,20.57
IV-2011-6020,2011-11-28 00:00:00.000,Standard Class,47.99
IR-2011-7770,2011-12-15 00:00:00.000,Standard Class,21.29
TZ-2011-9610,2011-12-20 00:00:00.000,Standard Class,55.88
IN-2011-85991,2011-12-22 00:00:00.000,Standard Class,92.14
IT-2011-3911927,2011-12-31 00:00:00.000,Standard Class,238.03
IN-2012-40848,2012-01-11 00:00:00.000,Standard Class,96.6
RS-2012-3560,2012-02-19 00:00:00.000,Standard Class,45.92
IN-2012-26274,2012-03-04 00:00:00.000,Standard Class,320.27
SA-2012-4510,2012-06-18 00:00:00.000,Standard Class,142.47
SA-2012-730,2012-07-01 00:00:00.000,Standard Class,231.32
ES-2012-5923089,2012-07-06 00:00:00.000,Standard Class,72.93
IZ-2012-8280,2012-09-15 00:00:00.000,Standard Class,78.27
IN-2012-48618,2012-09-30 00:00:00.000,Standard Class,66.01
IN-2012-28528,2012-10-07 00:00:00.000,Standard Class,205.63
MX-2012-101854,2012-10-09 00:00:00.000,Standard Class,57.171
IN-2012-82918,2012-11-18 00:00:00.000,Standard Class,141.56
IR-2012-4780,2012-12-05 00:00:00.000,Standard Class,61.84
IN-2012-17209,2012-12-08 00:00:00.000,Standard Class,117.16
ID-2012-66055,2012-12-20 00:00:00.000,Standard Class,73.63
MO-2013-860,2013-01-22 00:00:00.000,Standard Class,64.35
IN-2013-11448,2013-02-11 00:00:00.000,Standard Class,61.25
UP-2013-7330,2013-06-02 00:00:00.000,Standard Class,19.93
UP-2013-7710,2013-06-21 00:00:00.000,Standard Class,26.36
IN-2013-50753,2013-06-24 00:00:00.000,Standard Class,31.56
ES-2013-2374863,2013-06-24 00:00:00.000,Standard Class,77.89
ES-2013-4145439,2013-06-26 00:00:00.000,Standard Class,65.7
RS-2013-5460,2013-06-30 00:00:00.000,Standard Class,28.83
IN-2013-83688,2013-07-04 00:00:00.000,Standard Class,165.92
SF-2013-3300,2013-07-17 00:00:00.000,Standard Class,48.69
IN-2013-58873,2013-08-10 00:00:00.000,Standard Class,78.29
IN-2013-25042,2013-08-18 00:00:00.000,Standard Class,67.59
MX-2013-158715,2013-09-15 00:00:00.000,Standard Class,38.287
MR-2013-8020,2013-10-22 00:00:00.000,Standard Class,93.05
MX-2013-107041,2013-11-05 00:00:00.000,Standard Class,39.65
CA-2013-3530,2013-11-14 00:00:00.000,Standard Class,28.79
IN-2013-51621,2013-12-29 00:00:00.000,Standard Class,63.15
CM-2014-5980,2014-01-26 00:00:00.000,Standard Class,43.72
ES-2014-3229561,2014-01-25 00:00:00.000,Standard Class,81.48
EG-2014-7490,2014-02-03 00:00:00.000,Standard Class,42.63
SF-2014-5410,2014-02-02 00:00:00.000,Standard Class,21.12
IN-2014-78396,2014-03-30 00:00:00.000,Standard Class,216.06
IN-2014-34128,2014-04-19 00:00:00.000,Standard Class,115.68
MO-2014-2350,2014-05-19 00:00:00.000,Standard Class,22.71
PL-2014-5990,2014-06-23 00:00:00.000,Standard Class,69.17
MX-2014-141208,2014-07-06 00:00:00.000,Standard Class,47.069
MX-2014-141208,2014-07-06 00:00:00.000,Standard Class,124.102
SU-2014-2190,2014-07-31 00:00:00.000,Standard Class,5.87
IN-2014-69205,2014-08-19 00:00:00.000,Standard Class,31.63
SF-2014-4490,2014-08-26 00:00:00.000,Standard Class,130.25
CM-2014-4170,2014-09-10 00:00:00.000,Standard Class,38.71
SU-2014-4440,2014-09-11 00:00:00.000,Standard Class,108.23
MO-2014-4970,2014-09-21 00:00:00.000,Standard Class,165.38
SG-2014-9750,2014-09-23 00:00:00.000,Standard Class,89.9
IR-2014-3320,2014-09-26 00:00:00.000,Standard Class,74.59
IN-2014-32728,2014-10-23 00:00:00.000,Standard Class,25.28
IN-2014-13597,2014-11-07 00:00:00.000,Standard Class,325.54
MX-2014-165449,2014-11-10 00:00:00.000,Standard Class,34.563
EG-2014-5430,2014-12-03 00:00:00.000,Standard Class,147.34
IN-2014-80559,2014-12-08 00:00:00.000,Standard Class,234.67
AO-2014-5290,2014-12-16 00:00:00.000,Standard Class,23.93
ES-2011-2722980,2011-02-14 00:00:00.000,Standard Class,17.87
IN-2011-78263,2011-02-21 00:00:00.000,Standard Class,1.34
IN-2011-52426,2011-04-17 00:00:00.000,Standard Class,132.82
RO-2011-6750,2011-05-11 00:00:00.000,Standard Class,18.42
MX-2011-136630,2011-06-26 00:00:00.000,Standard Class,14.249
SF-2011-6020,2011-07-30 00:00:00.000,Standard Class,31.47
IN-2011-51698,2011-08-07 00:00:00.000,Standard Class,36.73
SA-2011-7130,2011-09-07 00:00:00.000,Standard Class,38.96
MX-2011-137652,2011-09-14 00:00:00.000,Standard Class,89.12
MX-2011-137652,2011-09-14 00:00:00.000,Standard Class,15.248
PL-2011-4070,2011-09-21 00:00:00.000,Standard Class,12.81
IN-2011-49241,2011-10-11 00:00:00.000,Standard Class,25.47
IN-2011-29634,2011-10-14 00:00:00.000,Standard Class,57.9
IN-2011-16033,2011-11-12 00:00:00.000,Standard Class,64.0
IN-2011-40155,2011-11-20 00:00:00.000,Standard Class,53.2
IN-2011-34751,2011-12-11 00:00:00.000,Standard Class,30.59
MX-2011-120418,2011-12-22 00:00:00.000,Standard Class,44.807
ES-2011-5911716,2011-12-23 00:00:00.000,Standard Class,129.28
RS-2011-9100,2011-12-25 00:00:00.000,Standard Class,17.29
ES-2011-2466466,2012-01-04 00:00:00.000,Standard Class,26.25
JO-2012-9420,2012-02-02 00:00:00.000,Standard Class,43.51
LI-2012-6780,2012-02-19 00:00:00.000,Standard Class,29.7
MX-2012-140767,2012-02-22 00:00:00.000,Standard Class,25.339
IN-2012-74049,2012-03-24 00:00:00.000,Standard Class,148.38
IN-2012-74049,2012-03-24 00:00:00.000,Standard Class,45.14
IN-2012-85389,2012-05-13 00:00:00.000,Standard Class,21.09
SG-2012-8600,2012-06-09 00:00:00.000,Standard Class,8.89
MX-2012-118857,2012-06-27 00:00:00.000,Standard Class,8.317
MX-2012-103268,2012-07-24 00:00:00.000,Standard Class,25.088
KG-2012-7180,2012-09-05 00:00:00.000,Standard Class,6.41
CA-2012-2740,2012-10-07 00:00:00.000,Standard Class,3.06
MX-2012-133333,2012-10-29 00:00:00.000,Standard Class,132.194
IN-2012-16194,2012-10-31 00:00:00.000,Standard Class,64.66
IS-2012-9100,2012-11-16 00:00:00.000,Standard Class,51.18
MX-2012-112291,2012-12-29 00:00:00.000,Standard Class,20.091
MX-2013-143287,2013-02-01 00:00:00.000,Standard Class,19.516
MX-2013-129322,2013-02-17 00:00:00.000,Standard Class,44.882
LE-2013-7130,2013-03-28 00:00:00.000,Standard Class,9.43
IN-2013-20107,2013-04-23 00:00:00.000,Standard Class,32.74
MZ-2013-3540,2013-04-23 00:00:00.000,Standard Class,5.61
MX-2013-123239,2013-06-11 00:00:00.000,Standard Class,6.132
IN-2013-22760,2013-06-18 00:00:00.000,Standard Class,83.03
ES-2013-1608190,2013-07-04 00:00:00.000,Standard Class,21.27
MX-2013-165057,2013-07-30 00:00:00.000,Standard Class,70.122
PL-2013-9290,2013-08-09 00:00:00.000,Standard Class,22.63
PL-2013-9290,2013-08-09 00:00:00.000,Standard Class,7.23
MX-2013-169054,2013-08-17 00:00:00.000,Standard Class,37.349
IN-2013-81665,2013-09-07 00:00:00.000,Standard Class,70.52
MX-2013-167696,2013-09-21 00:00:00.000,Standard Class,19.258
MX-2013-127768,2013-09-23 00:00:00.000,Standard Class,10.206
IR-2013-6870,2013-10-27 00:00:00.000,Standard Class,23.15
ES-2013-2700779,2013-11-06 00:00:00.000,Standard Class,60.95
ES-2013-2700779,2013-11-06 00:00:00.000,Standard Class,12.18
EG-2013-1750,2013-11-30 00:00:00.000,Standard Class,21.09
MX-2013-121510,2013-12-08 00:00:00.000,Standard Class,27.397
IN-2013-78214,2013-12-16 00:00:00.000,Standard Class,38.95
CG-2013-8200,2013-12-21 00:00:00.000,Standard Class,44.04
MX-2014-109029,2014-03-03 00:00:00.000,Standard Class,16.132
MX-2014-125878,2014-03-05 00:00:00.000,Standard Class,93.746
ES-2014-1756848,2014-03-17 00:00:00.000,Standard Class,27.02
MX-2014-137554,2014-03-20 00:00:00.000,Standard Class,9.245
IN-2014-29767,2014-03-29 00:00:00.000,Standard Class,39.66
IN-2014-37166,2014-04-28 00:00:00.000,Standard Class,35.01
IN-2014-81035,2014-05-26 00:00:00.000,Standard Class,27.86
MZ-2014-1140,2014-06-17 00:00:00.000,Standard Class,27.03
MX-2014-151442,2014-08-04 00:00:00.000,Standard Class,58.337
IN-2014-20415,2014-08-05 00:00:00.000,Standard Class,185.01
RO-2014-6900,2014-08-11 00:00:00.000,Standard Class,24.37
RO-2014-6900,2014-08-11 00:00:00.000,Standard Class,25.31
IT-2014-1966077,2014-08-11 00:00:00.000,Standard Class,40.89
CG-2014-5520,2014-08-15 00:00:00.000,Standard Class,11.26
IN-2014-32049,2014-09-07 00:00:00.000,Standard Class,93.74
ES-2014-5385720,2014-09-09 00:00:00.000,Standard Class,184.2
ML-2014-6290,2014-09-12 00:00:00.000,Standard Class,15.94
IR-2014-3320,2014-09-26 00:00:00.000,Standard Class,37.83
IZ-2014-8590,2014-10-05 00:00:00.000,Standard Class,22.02
MX-2014-105536,2014-10-16 00:00:00.000,Standard Class,45.882
MX-2014-139346,2014-11-20 00:00:00.000,Standard Class,39.286
MX-2014-164294,2014-11-22 00:00:00.000,Standard Class,47.121
IN-2014-51607,2014-11-24 00:00:00.000,Standard Class,179.5
ES-2014-2845977,2014-11-28 00:00:00.000,Standard Class,25.13
MX-2014-133592,2015-01-04 00:00:00.000,Standard Class,5.984
MX-2011-135979,2011-01-20 00:00:00.000,Standard Class,27.667
MX-2011-139199,2011-01-24 00:00:00.000,Standard Class,25.814
ES-2011-3818297,2011-02-14 00:00:00.000,Standard Class,50.42
ES-2011-2377967,2011-02-28 00:00:00.000,Standard Class,197.11
ES-2011-2729747,2011-05-02 00:00:00.000,Standard Class,38.67
MX-2011-109596,2011-05-11 00:00:00.000,Standard Class,15.872
IN-2011-83583,2011-05-29 00:00:00.000,Standard Class,23.4
IN-2011-41254,2011-06-26 00:00:00.000,Standard Class,200.83
ES-2011-2911640,2011-07-03 00:00:00.000,Standard Class,10.93
RS-2011-4850,2011-07-04 00:00:00.000,Standard Class,209.36
IN-2011-69429,2011-07-20 00:00:00.000,Standard Class,164.33
IN-2011-69429,2011-07-20 00:00:00.000,Standard Class,11.63
IN-2011-26176,2011-08-20 00:00:00.000,Standard Class,351.08
IN-2011-12043,2011-08-23 00:00:00.000,Standard Class,170.38
IZ-2011-180,2011-08-30 00:00:00.000,Standard Class,7.6
MX-2011-168312,2011-08-30 00:00:00.000,Standard Class,77.852
IN-2011-27471,2011-09-07 00:00:00.000,Standard Class,15.72
ES-2011-2613634,2011-09-16 00:00:00.000,Standard Class,17.27
MX-2011-144183,2011-09-19 00:00:00.000,Standard Class,17.234
IN-2011-68904,2011-09-30 00:00:00.000,Standard Class,50.73
IN-2011-71739,2011-10-20 00:00:00.000,Standard Class,20.22
MX-2011-144883,2011-11-08 00:00:00.000,Standard Class,49.343
IR-2011-6000,2011-11-09 00:00:00.000,Standard Class,61.14
PL-2011-3590,2011-11-13 00:00:00.000,Standard Class,220.39
MX-2011-139136,2011-11-16 00:00:00.000,Standard Class,23.289
MX-2011-102421,2011-12-01 00:00:00.000,Standard Class,17.147
ES-2011-4272488,2011-12-14 00:00:00.000,Standard Class,90.7
EG-2011-4940,2011-12-16 00:00:00.000,Standard Class,15.64
MX-2011-121041,2011-12-27 00:00:00.000,Standard Class,36.765
IN-2011-11784,2011-12-30 00:00:00.000,Standard Class,18.31
ES-2011-4253699,2011-12-30 00:00:00.000,Standard Class,122.29
IN-2011-12554,2012-01-06 00:00:00.000,Standard Class,49.5
CM-2011-5120,2012-01-05 00:00:00.000,Standard Class,28.4
IN-2012-30117,2012-04-02 00:00:00.000,Standard Class,17.53
AL-2012-8670,2012-04-30 00:00:00.000,Standard Class,33.38
SF-2012-9560,2012-04-30 00:00:00.000,Standard Class,232.24
MX-2012-138996,2012-05-10 00:00:00.000,Standard Class,22.47
MX-2012-123358,2012-05-13 00:00:00.000,Standard Class,54.727
MX-2012-156832,2012-05-23 00:00:00.000,Standard Class,29.588
IN-2012-53357,2012-06-07 00:00:00.000,Standard Class,35.81
MX-2012-140690,2012-06-10 00:00:00.000,Standard Class,2.792
IZ-2012-2560,2012-06-16 00:00:00.000,Standard Class,24.09
IR-2012-4380,2012-06-19 00:00:00.000,Standard Class,27.9
ES-2012-5923089,2012-07-06 00:00:00.000,Standard Class,17.56
IN-2012-64424,2012-08-08 00:00:00.000,Standard Class,83.06
MX-2012-151855,2012-08-24 00:00:00.000,Standard Class,28.81
ES-2012-1382586,2012-08-28 00:00:00.000,Standard Class,33.54
EN-2012-9030,2012-09-02 00:00:00.000,Standard Class,21.32
MX-2012-150560,2012-09-26 00:00:00.000,Standard Class,48.423
MX-2012-150560,2012-09-26 00:00:00.000,Standard Class,7.332
EG-2012-390,2012-09-30 00:00:00.000,Standard Class,12.55
IT-2012-5447759,2012-10-12 00:00:00.000,Standard Class,86.31
ES-2012-3697227,2012-10-26 00:00:00.000,Standard Class,31.48
IN-2012-29459,2012-10-29 00:00:00.000,Standard Class,178.04
MX-2012-104066,2012-11-02 00:00:00.000,Standard Class,87.118
ES-2012-4138789,2012-11-03 00:00:00.000,Standard Class,15.2
IN-2012-60714,2012-11-12 00:00:00.000,Standard Class,187.65
ES-2012-2067032,2012-11-19 00:00:00.000,Standard Class,36.2
CA-2012-8520,2012-11-27 00:00:00.000,Standard Class,19.95
ES-2012-2163745,2012-11-27 00:00:00.000,Standard Class,47.63
MX-2012-154179,2012-12-16 00:00:00.000,Standard Class,5.717
IN-2012-39000,2012-12-24 00:00:00.000,Standard Class,26.77
MX-2012-120257,2013-01-02 00:00:00.000,Standard Class,16.377
IN-2013-53987,2013-01-11 00:00:00.000,Standard Class,39.81
IN-2013-77766,2013-01-13 00:00:00.000,Standard Class,72.55
MX-2013-152996,2013-01-26 00:00:00.000,Standard Class,203.132
IN-2013-65145,2013-01-30 00:00:00.000,Standard Class,192.23
UP-2013-720,2013-03-22 00:00:00.000,Standard Class,91.83
MX-2013-147242,2013-05-10 00:00:00.000,Standard Class,22.153
CG-2013-2870,2013-05-09 00:00:00.000,Standard Class,19.23
IN-2013-29683,2013-05-16 00:00:00.000,Standard Class,53.01
MA-2013-5150,2013-05-27 00:00:00.000,Standard Class,81.28
IN-2013-40477,2013-06-07 00:00:00.000,Standard Class,98.59
SF-2013-1720,2013-06-13 00:00:00.000,Standard Class,12.07
MX-2013-159940,2013-06-19 00:00:00.000,Standard Class,16.879
MX-2013-160248,2013-06-30 00:00:00.000,Standard Class,24.536
IN-2013-61232,2013-07-11 00:00:00.000,Standard Class,24.3
IN-2013-64452,2013-07-13 00:00:00.000,Standard Class,76.84
MX-2013-100265,2013-07-17 00:00:00.000,Standard Class,69.02
IN-2013-17139,2013-08-05 00:00:00.000,Standard Class,5.55
IN-2013-49199,2013-08-27 00:00:00.000,Standard Class,201.18
PL-2013-8240,2013-09-17 00:00:00.000,Standard Class,14.94
ES-2013-3851418,2013-09-18 00:00:00.000,Standard Class,22.66
IN-2013-49227,2013-09-21 00:00:00.000,Standard Class,103.0
SG-2013-2810,2013-09-28 00:00:00.000,Standard Class,9.23
MX-2013-115084,2013-10-12 00:00:00.000,Standard Class,14.717
MX-2013-121580,2013-10-21 00:00:00.000,Standard Class,49.007
MX-2013-130862,2013-10-25 00:00:00.000,Standard Class,32.071
MX-2013-107041,2013-11-05 00:00:00.000,Standard Class,9.509
EG-2013-8790,2013-11-17 00:00:00.000,Standard Class,43.21
MX-2013-144855,2013-12-21 00:00:00.000,Standard Class,19.435
CA-2013-4660,2013-12-22 00:00:00.000,Standard Class,21.25
IN-2013-61127,2013-12-26 00:00:00.000,Standard Class,112.36
UP-2013-9700,2013-12-30 00:00:00.000,Standard Class,95.52
CA-2014-2000,2014-01-11 00:00:00.000,Standard Class,13.44
SA-2014-3870,2014-02-16 00:00:00.000,Standard Class,127.29
LI-2014-9890,2014-02-19 00:00:00.000,Standard Class,29.87
IN-2014-13709,2014-03-23 00:00:00.000,Standard Class,108.02
MX-2014-125906,2014-03-26 00:00:00.000,Standard Class,30.617
MX-2014-125906,2014-03-26 00:00:00.000,Standard Class,70.088
ES-2014-3206195,2014-04-01 00:00:00.000,Standard Class,181.65
ES-2014-1274177,2014-04-16 00:00:00.000,Standard Class,78.94
MA-2014-1150,2014-04-20 00:00:00.000,Standard Class,51.75
ES-2014-1498386,2014-04-21 00:00:00.000,Standard Class,18.19
MX-2014-115042,2014-04-30 00:00:00.000,Standard Class,20.376
GH-2014-1660,2014-05-11 00:00:00.000,Standard Class,9.99
MX-2014-112431,2014-05-12 00:00:00.000,Standard Class,18.483
IN-2014-51684,2014-05-30 00:00:00.000,Standard Class,206.39
IN-2014-59706,2014-06-02 00:00:00.000,Standard Class,35.83
SF-2014-7910,2014-07-04 00:00:00.000,Standard Class,10.76
MX-2014-151134,2014-07-08 00:00:00.000,Standard Class,29.702
ES-2014-3661350,2014-07-16 00:00:00.000,Standard Class,39.31
ES-2014-4594141,2014-08-16 00:00:00.000,Standard Class,28.73
MX-2014-107055,2014-08-21 00:00:00.000,Standard Class,27.084
ES-2014-2468556,2014-08-25 00:00:00.000,Standard Class,39.62
IV-2014-4540,2014-08-25 00:00:00.000,Standard Class,56.62
IN-2014-32308,2014-08-31 00:00:00.000,Standard Class,12.61
TZ-2014-7100,2014-09-07 00:00:00.000,Standard Class,14.77
RS-2014-1250,2014-09-11 00:00:00.000,Standard Class,70.08
MX-2014-103646,2014-09-15 00:00:00.000,Standard Class,72.761
IN-2014-27891,2014-09-29 00:00:00.000,Standard Class,31.07
CG-2014-4740,2014-09-30 00:00:00.000,Standard Class,17.45
MX-2014-154277,2014-10-28 00:00:00.000,Standard Class,58.053
MX-2014-159464,2014-11-15 00:00:00.000,Standard Class,17.876
MX-2014-159464,2014-11-15 00:00:00.000,Standard Class,20.061
MX-2014-131884,2014-11-21 00:00:00.000,Standard Class,27.338
ES-2014-3443954,2014-11-20 00:00:00.000,Standard Class,8.63
ES-2014-4185972,2014-11-23 00:00:00.000,Standard Class,40.05
SA-2014-8310,2014-11-24 00:00:00.000,Standard Class,53.36
ES-2014-2888354,2014-11-27 00:00:00.000,Standard Class,33.12
MX-2014-113397,2014-11-29 00:00:00.000,Standard Class,39.246
ES-2014-4111468,2014-11-29 00:00:00.000,Standard Class,17.45
MO-2014-7810,2014-11-28 00:00:00.000,Standard Class,9.85
EG-2014-7830,2014-11-30 00:00:00.000,Standard Class,9.47
IN-2014-32406,2014-11-30 00:00:00.000,Standard Class,181.45
IN-2014-15011,2014-12-02 00:00:00.000,Standard Class,18.47
AG-2014-2280,2015-01-01 00:00:00.000,Standard Class,17.8
MX-2014-142825,2014-12-30 00:00:00.000,Standard Class,114.605
ES-2014-3458802,2015-01-05 00:00:00.000,Standard Class,19.21
ES-2011-4869686,2011-01-07 00:00:00.000,Standard Class,12.56
MX-2011-143238,2011-01-27 00:00:00.000,Standard Class,11.909
MO-2011-4320,2011-02-04 00:00:00.000,Standard Class,22.32
IN-2011-75890,2011-02-19 00:00:00.000,Standard Class,181.61
UP-2011-3730,2011-03-05 00:00:00.000,Standard Class,12.33
RO-2011-6490,2011-03-09 00:00:00.000,Standard Class,27.75
IN-2011-59510,2011-03-23 00:00:00.000,Standard Class,29.23
IN-2011-72215,2011-05-08 00:00:00.000,Standard Class,26.78
MX-2011-146248,2011-06-05 00:00:00.000,Standard Class,34.389
MX-2011-159009,2011-06-19 00:00:00.000,Standard Class,42.258
ES-2011-1974768,2011-06-22 00:00:00.000,Standard Class,25.35
MX-2011-104626,2011-07-26 00:00:00.000,Standard Class,49.413
IS-2011-7290,2011-08-09 00:00:00.000,Standard Class,35.32
IN-2011-59685,2011-08-08 00:00:00.000,Standard Class,179.62
SA-2011-1570,2011-08-09 00:00:00.000,Standard Class,10.69
SA-2011-1570,2011-08-09 00:00:00.000,Standard Class,69.66
SA-2011-1570,2011-08-09 00:00:00.000,Standard Class,91.73
ES-2011-2087720,2011-08-19 00:00:00.000,Standard Class,11.25
IN-2011-45048,2011-08-22 00:00:00.000,Standard Class,56.38
IN-2011-81028,2011-08-24 00:00:00.000,Standard Class,37.99
ES-2011-5227949,2011-09-02 00:00:00.000,Standard Class,41.0
IN-2011-50060,2011-09-13 00:00:00.000,Standard Class,13.25
MX-2011-154998,2011-09-13 00:00:00.000,Standard Class,22.947
IN-2011-43109,2011-10-03 00:00:00.000,Standard Class,62.94
IN-2011-43109,2011-10-03 00:00:00.000,Standard Class,60.19
IT-2011-3461936,2011-10-09 00:00:00.000,Standard Class,28.12
IR-2011-7390,2011-10-11 00:00:00.000,Standard Class,8.39
